date_time;resolve;uid;title;url;text;views;answers;author;upvotes;type;tags;;;;;
28/04/2015 04:16;;314.2;to get the void reason in the soap envelope;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/to-get-decline-reason-using-Docusign-API/td-p/40286;the void reason is not availabe in the soap envelope. how do i receive the void reason in the soap envelope;400;N/A;vatsan91;0;answer;N/A;;;;;
28/04/2015 04:34;;314.3;Re: to get the void reason in the soap envelope;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/to-get-decline-reason-using-Docusign-API/td-p/40286;"Welcome to the community @vatsan91
 
I have merged your post with a previously answered thread. Please view the comment above.";396;N/A;DocuMarc;0;answer;N/A;;;;;
29/04/2015 02:48;;314.4;Re: to get the void reason in the soap envelope;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/to-get-decline-reason-using-Docusign-API/td-p/40286;Hi @Documarc, I have understood on how to retrieve the Decline Reason from the SOAP  envelope.My Question was where in the soap envelope do we receive the Voided Reason. Please unmerge these 2 posts. They are not relevant Thanks, vatsan;375;N/A;vatsan91;0;answer;N/A;;;;;
20/01/2015 18:36;false;315;HTML field Merge;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/HTML-field-Merge/td-p/38493;Hi everybody, Recently, I have a problem merging Salesforce rich text field with Docusign template by using api.I wanna  it looks like Conga's <> function by using Docusign api.Is that anyway can do this? Thanks;179;2;StefanXu;0;question;;;;;;
21/01/2015 10:32;;315.1;Welcome to the Community @StefanXu      I think you will...;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/HTML-field-Merge/td-p/38493;"Welcome to the Community @StefanXu 
 
 
I think you will have better luck on our Active Dev Community at Stackoverflow.com.
All API question(s) are best addressed on our Dev Zone on StackOverflow.com. Stack Overflow has a robust system with experienced professionals who can answer technical questions quickly and efficiently, and this change is intended to get your questions answered faster by a wider audience.
 


Use tag #DocuSignAPI
 

 
Please post any  API and Integration questions on StackOverflow.com using tag #DocuSignAPI  so you can receive updates whenever your question is answered.  Learn more about our Dev Resources
 
 
 
Good Luck.  Sorry I couldn't be more helpful.  
@DocuDaniel";170;N/A;DocuDaniel;0;answer;N/A;;;;;
22/01/2015 00:39;;315.2;Thank you, I got it.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/HTML-field-Merge/td-p/38493;Thank you, I got it.;163;N/A;StefanXu;0;answer;N/A;;;;;
06/01/2011 07:50;true;316;Joomla;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Joomla/td-p/1391;In Sept 2009, there was a post in the forum that a Joomla plug-in was added to the SDK, but the plug-in isn't in there. Any help with this is truly appreciated! POST: http://www.docusign.com/forums/showthread.php?t=439;1060;4;5280amanda;0;question;;;;;;
07/01/2011 10:10;solution;316.1;Hi!  We have discontinued the Joomla plugin due to low us...;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Joomla/td-p/1391;Hi!  We have discontinued the Joomla plugin due to low usage.  Your best bet is to check out  the PHP samples we provide and support.;956;N/A;mikebz;0;answer;N/A;;;;;
17/01/2012 03:12;;316.2;Re: Hi!  We have discontinued the Joomla plugin due to low us...;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Joomla/td-p/1391;Hi.. Is it possible to use Docusign in joomla(PHP). Is there any Docusign plugin for joomla. Please provide details for that. ThanksJimmy;754;N/A;jimmy;0;answer;N/A;;;;;
17/01/2012 09:38;;316.3;Re: Hi!  We have discontinued the Joomla plugin due to low us...;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Joomla/td-p/1391;"Hi!  Yes integrating in Joomla should be very possible.  We support PHP with code samples and have our own products in PHP systems like SugarCRM.
 
We don't have a productized Joomla connector or a code sample but we are ready to help with your needs.";749;N/A;mikebz;0;answer;N/A;;;;;
23/09/2012 07:48;;316.4;Re: Joomla;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Joomla/td-p/1391;Joomla is a free and open source content management system for publishing content on the World Wide Web and intranets and a model-view-controller.;681;N/A;ziggy145236;0;answer;N/A;;;;;
21/09/2012 13:26;false;317;Connect Response and Document Information;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Connect-Response-and-Document-Information/td-p/12441;In the XML that is sent during Connect, there are two Document sections that I am wondering about ... The first is within Envelope Status and contains the following:         <DocumentStatuses>            <DocumentStatus>                <ID>1</ID>                <Name>MyDocument_A.pdf</Name>                <TemplateName/>                <Sequence>1</Sequence>            </DocumentStatus>            <DocumentStatus>                <ID>2</ID>                <Name>MyDocument_B.pdf</Name>                <TemplateName/>                <Sequence>2</Sequence>            </DocumentStatus>        </DocumentStatuses>The next is within DocuSignEnvelopeInformation and is:    <DocumentPDFs>        <DocumentPDF>            <Name>MyDocument_A.pdf</Name>            <PDFBytes>     Bytes Removed     </PDFBytes>        </DocumentPDF>        <DocumentPDF>            <Name>MyDocument_B.pdf</Name>            <PDFBytes>     Bytes Removed     </PDFBytes>        </DocumentPDF>    </DocumentPDFs>Does the value of the Sequence element directly refer to the order of the DocumentPDF elements in the lower snippet? I know in this case it does appear that way, but I want to ensure that's the case and I'm not just making an assumption. Thanks, Darin;539;1;djschroeder;0;question;connect. response. xml;;;;;
24/09/2012 11:07;;317.1;Re: Connect Response and Document Information;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Connect-Response-and-Document-Information/td-p/12441;Hi - Consider the order to be accidental. Even if it happens to work that way, I would not build application logic around it. Use the Document Name as reference - that is why it appears in the second section.;529;N/A;vladcretu;0;answer;N/A;;;;;
28/09/2012 10:46;false;318;how to turn off SSO settings on demo.docusign.net;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/how-to-turn-off-SSO-settings-on-demo-docusign-net/td-p/12599;It looks like someone from our company has tried to setup SSO for our domain (@softchoice.com) for the demo.docusign.net instance. We get an error when ever we try to login (a certificate issue).  We would like to turn this off ASAP. Thanks for any help. Gavin.;494;1;gavin;0;question;;;;;;
30/09/2012 12:19;;318.1;Re: how to turn off SSO settings on demo.docusign.net;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/how-to-turn-off-SSO-settings-on-demo-docusign-net/td-p/12599;"Hi - Please contact your Account Manager. She/He wil be able to help you with this. 
 
 
Thanks!";477;N/A;vladcretu;0;answer;N/A;;;;;
05/10/2012 12:30;false;319;Envelopes;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Envelopes/td-p/12735;My contracts are a combination of several documents. If I include several docs in one envelope is it possible to split them back into the component parts after signature? I can do it using a propritary pdf prgram but it would help if I could complete the exercise in Docusign;515;1;Techguarantees;0;question;;;;;;
05/10/2012 16:04;;319.1;Re: Envelopes;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Envelopes/td-p/12735;"Thank you for your question.
 
If you are uploading the documents as separate ones into the DocuSign system you will have the option to download a zip file when they are completed. The zip file will split the envelope into different pdfs the same way you uploaded them.
 
Hope this helps!";511;N/A;Molly_Brown;0;answer;N/A;;;;;
08/10/2012 17:05;false;320;Integration with Google Docs;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Integration-with-Google-Docs/td-p/12771;"I've downloaded the Docusign app to my PC.  From inside Google Docs, I select a .pdf, then Open With --> Docusign.  Docusign then correctly launches in a new browser tab/session.  But my document is not automatically populated in the Docusign window.  Rather, the ""Add a Document"" shaded box/link appears in the center of the document window.  Shouldn't the document I used to launch Docusign be present in the window?";584;0;grgibert;0;question;;;;;;
09/10/2012 08:06;true;321;REST/SOAP certification questionnaire link does not work anymore;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/REST-SOAP-certification-questionnaire-link-does-not-work-anymore/td-p/12781;Hi everyone, I just finished DocuSign integration with my system and today I'm trying to complete the REST certification questionnaire but the link to the questionnaire is not working. When clicked, the page says: This document has been suspended and is not currently active. Please contact the sender. I was able to open the questionnaire last week but now it does not work. Please help. I got the link from here: http://community.docusign.com/t5/Announcements-Knowledge-Base/DocuSign-Certification-Steps/ta-p/3417 and here is the link I'm talking about: https://www.docusign.net/Member/PowerFormSigning.aspx?PowerFormId=ef74f2cc-bc8a-426f-8cdf-90a59d0592... PS. I noticed that SOAP certification questionnaire link returns same error message. Thank you;724;1;hyder;0;question;;;;;;
09/10/2012 08:56;solution;321.1;Re: REST/SOAP certification questionnaire link does not work anymore;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/REST-SOAP-certification-questionnaire-link-does-not-work-anymore/td-p/12781;Problem was just solved by arashsayadi. Thank you for your help!;714;N/A;hyder;1;answer;N/A;;;;;
18/10/2012 13:00;false;322;Issue in Salesforce Merge with Contact.Full Name ?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Issue-in-Salesforce-Merge-with-Contact-Full-Name/td-p/12955;"I have a template setup where i am pulling in custom tags data from a Salesforce Contract / Contract Roles Contact objects.  I can get First Name from the Contact object, but Full Name does not come through. I have validated that the Salesforce db does indeed return the Full Name when queried via SOQL for this contact Id.
 
Is there a Issue in the Full Name field (Name) retrieval?";552;1;elannert;0;question;;;;;;
18/10/2012 13:51;;322.1;Re: Issue in Salesforce Merge with Contact.Full Name ?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Issue-in-Salesforce-Merge-with-Contact-Full-Name/td-p/12955;I have verified this is not a bug in the contact object, but i'm still at a loss for how to get info from the contract.contactroles.contact related object.  for now, i have simply abandoned that approach in salesforce, and instead created a custom field in salesforce to reference the contact.;551;N/A;elannert;0;answer;N/A;;;;;
16/10/2012 17:54;false;323;Sugarcrm module and integration;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sugarcrm-module-and-integration/td-p/12933;Hello,  I have a fresh install of sugarCRM CE 6.5.5 and the current docusign module (2_1_3) does not work properly at all. It never asks for crudentials and the icons do not appear. Any advice or anyone else experiencing the same problems?;389;1;DBphoto84;0;question;;;;;;
24/10/2012 09:54;;323.1;Re: Sugarcrm module and integration;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sugarcrm-module-and-integration/td-p/12933;Hi there!  Can you tell me more about what is going on?  Did it not install at all?  Were there errors?  Please feel free to email me directly at Dan.Reid@docusign.com to dig in deeper.;358;N/A;dreid;0;answer;N/A;;;;;
25/10/2012 06:21;false;324;store the document;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/store-the-document/td-p/13041;Hi, i am a .net developer, i am trying to push PDF document into DocuSign Server and retrieve it from the server by using EnvelopeID.  i am nearly done with this but when i am fetching the pdf document it displays a water mark sayingIN PROCESS which is not required by the client. onces i have signed it doesnot show IN PROCESS water mark in the PDF document.i dont want to sign just push the PDF and Retrieve it from DocuSign server with out IN PROCESS water mark in the PDF. can any one help me with the above issue.;308;1;santosh;0;question;;;;;;
25/10/2012 08:54;;324.1;Re: store the document;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/store-the-document/td-p/13041;Hi - Have you looked at  RequestPDFNoWaterMark?;303;N/A;vladcretu;0;answer;N/A;;;;;
24/10/2012 05:19;false;325;DocuSign Ink in Word Excel 2010;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/DocuSign-Ink-in-Word-Excel-2010/td-p/13023;Hi , does you plan to integrated DocuSign Ink in Word/Excel 2010 ? This features will be very great. I created my files in Word so if a need to sign it , i need to send it to me by email... open it outlook and sign it.  Thanks Maxim-Robert Bergeron;572;1;maximrbergeron;0;question;;;;;;
25/10/2012 09:45;;325.1;Re: DocuSign Ink in Word Excel 2010;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/DocuSign-Ink-in-Word-Excel-2010/td-p/13023;"That would be a good idea!
 
I suggest that you send this to feedback@docusign.com as many developers and executives monitor that email alias.
 
Thanks for the suggestion.";558;N/A;Molly_Brown;0;answer;N/A;;;;;
26/10/2012 19:31;false;326;Help using form simplicity when account has changed;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Help-using-form-simplicity-when-account-has-changed/td-p/13083;While using Form Simplicity, I can no longer send documents because my account has changed and now Docusign doesn't recognize my login. How can this be solved? Will B;447;1;wilbarb1;0;question;;;;;;
29/10/2012 09:10;;326.1;Re: Help using form simplicity when account has changed;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Help-using-form-simplicity-when-account-has-changed/td-p/13083;"Hello,
 
Please email service@docusign.com with your email address and Account ID.
 
Best Regards";433;N/A;krisatdocusign;0;answer;N/A;;;;;
02/08/2012 08:55;false;327;Sending a PDF Form with input fields without using a template;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sending-a-PDF-Form-with-input-fields-without-using-a-template/td-p/11727;Hi, I have the following situation: A customer has some technology that generates dynamic PDF Forms with input fields. These forms use anchor tags, so there is no need to use sticky tabs per se. Is there a way to create and send an envelope where the document is this type of PDF form? Perhaps another way to ask this question is: Can the CreateEnvelopeFromTemplates AndForms API be used without specifying any template so that only the PDF Form is used and subsequently sent? Thanks in advance, atware;1738;5;atware;0;question;CreateEnvelopeFromTemp.... fields. forms. PDF;;;;;
02/08/2012 10:12;;327.1;Re: Sending a PDF Form with input fields without using a template;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sending-a-PDF-Form-with-input-fields-without-using-a-template/td-p/11727;"I wanted to add another important detail ... If I call the CreateAndSendEnvelope API with one of these PDF Forms as the document, the input fields are either disabled or stripped; in other words, the fields seem to disappear when the document is signed.";1736;N/A;atware;0;answer;N/A;;;;;
02/08/2012 17:37;;327.2;Re: Sending a PDF Form with input fields without using a template;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sending-a-PDF-Form-with-input-fields-without-using-a-template/td-p/11727;"If the PDF is created dynamically, you can use CreateAndSendEnvelope and attach the PDF Bytes. By your second message i see that you did that.
 
Do the fileds disapper when the document is signed? Do the tags ever show up? I am confused by your second message.
 
What you can do, is create your own anchorTags as part of the envelope definition, so at every occurance of a specific textIdentifier, the tags will appear.
 
 
Thanks!";1731;N/A;vladcretu;0;answer;N/A;;;;;
03/08/2012 07:56;;327.3;Re: Sending a PDF Form with input fields without using a template;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sending-a-PDF-Form-with-input-fields-without-using-a-template/td-p/11727;"Thanks for your reply. Let me try to clarify the situation even further... My PDF document is a form; that is to say, is contains text boxes that are designed to accept user input when opened using Acrobat Reader. This PDF is injected up to DocuSign via the CreateAndSendEnvelope API within the PDFBytes XML element. When this document is opened, using the DocuSign web browser interface (to be signed), the PDF looks exactly as it should; however, the PDF input fields aren't active. If you click on these text areas/boxes through the DS browser interface, nothing happens - you can't provide the required input before signing. Anchor tags are being specified and these work fine for their intended purpose. It is the PDF form fields that seem to get disabled or stripped. Regards, atware";1726;N/A;atware;0;answer;N/A;;;;;
14/08/2012 23:38;;327.4;Re: Sending a PDF Form with input fields without using a template;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sending-a-PDF-Form-with-input-fields-without-using-a-template/td-p/11727;"Hi - here is a pretty comprehensive guide on the mapping between adobe fields and docusign tabs. I think that is what you actually need.
 
You need to use that in conjucture with CreateEnvelopeFromTempalteAndForms.";1675;N/A;vladcretu;0;answer;N/A;;;;;
30/10/2012 08:42;;327.5;Re: Sending a PDF Form with input fields without using a template;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Sending-a-PDF-Form-with-input-fields-without-using-a-template/td-p/11727;"I'm happy to report that the PDF form fields are being recognized now, which is great. However, there is a new problem that seems quite peculiar. It relates to composite templates and anchor tabs. I'm using an inline template and I am expressing custom tabs for each form field along with 3 anchor tabs. The response I receive from the CreateEnvelopeFromTemplatesAndForms indicates that all of the custom tabs are recognized successfully - via the TabStatus elements. This is indeed the case as these pdf input fields function just fine when I sign the document through the DS console. The same can't be said for the anchor tabs. These seem to be ignored. Interestingly, they don;t show up as <TabStatus> elements within the CreateEnvelopeFromTemplatesAndForms response. If I change my app to issue the CreateEnvelopeAndSend API without any expression of the custom tabs relating to the PDF form fields, the anchor tabs work just fine (?). I think this indicates that my anchor tabs within both XML requests are conveyed correctly. So here's my question: Are there any special rules or restrictions for using anchor tabs within inline templates of the CreateEnvelopeFromTemplatesAndForms API? Thanks in advance!";1476;N/A;atware;0;answer;N/A;;;;;
01/11/2012 18:16;false;328;Why did you delete my link toTransaction Point.     PLEASE restore it right away.Thank you.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Why-did-you-delete-my-link-toTransaction-Point-PLEASE-restore-it/td-p/13185;;389;0;tc01;0;question;;;;;;
05/11/2012 12:36;false;329;API Error - UNSPECIFIED_ERROR;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/API-Error-UNSPECIFIED-ERROR/td-p/13217;"Getting the following error when trying to submit an envelope via REST API. {""errorCode"":""UNSPECIFIED_ERROR"",""message"":""The transaction log for database 'DocusignBlob86' is full. To find out why space in the log cannot be reused, see the log_reuse_wait_desc column in sys.databases""} My json hasn't changed and I haven't seen a message like this before ... can anyone comment on what may be causing it? Sounds like a DocuSign issue and not something with my code. Thanks, Darin";437;3;djschroeder;0;question;;;;;;
05/11/2012 13:07;;329.1;Re: API Error - UNSPECIFIED_ERROR;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/API-Error-UNSPECIFIED-ERROR/td-p/13217;"Hi! Are you running in demo or production?
 
 
Thanks!";433;N/A;vladcretu;0;answer;N/A;;;;;
05/11/2012 13:08;;329.2;Re: API Error - UNSPECIFIED_ERROR;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/API-Error-UNSPECIFIED-ERROR/td-p/13217;This is in production.;433;N/A;djschroeder;0;answer;N/A;;;;;
05/11/2012 13:08;;329.3;Re: API Error - UNSPECIFIED_ERROR;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/API-Error-UNSPECIFIED-ERROR/td-p/13217;Thank you! We are looking into it.;432;N/A;vladcretu;0;answer;N/A;;;;;
06/11/2012 23:04;true;330;Electronic signature;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Electronic-signature/td-p/13241;Hi , i want to sign PDF document. can i use any device to sign like TOPAZ E SIG. in docusign we have to select signature and place it where ever we want. but do we have the facilty of signing PDF using device(like TOPAZ ESIG). or any in built interface by DocuSign which can help to do that. regardsSantosh;490;2;santosh;0;question;;;;;;
07/11/2012 11:15;;330.1;Re: Electronic signature;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Electronic-signature/td-p/13241;Topaz is supported but it's more of a product rather than an API question.  Try posting in the product forums.;479;N/A;mikebz;0;answer;N/A;;;;;
07/11/2012 22:28;solution;330.2;Re: Electronic signature;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Electronic-signature/td-p/13241;thanks for updating.;475;N/A;santosh;0;answer;N/A;;;;;
07/11/2012 15:02;false;331;Getting a Production Integrator's Key - still no answer;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Getting-a-Production-Integrator-s-Key-still-no-answer/td-p/13275;I posted this in .NET and didn't really get a response.  I started the process for a key on 9/18 (the SOAP API certification doc was completed and signed by me and my CEO) and have not heard anything since.  I have tried chat several times (never connects to anyone), I have emailed anyone there I have email addresses for, I have posted in .NET I have PMd the one person that responded telling me to fill out what I already filled out, and I asked our customer for a contact # there (and they do not have one).  What do I do? Our/your customer wanted this done before I even requested the key, so they have been waiting 2 months for this. I have also sent via PM the copy of the signed doc.  Still no reply.;417;2;davecon;0;question;;;;;;
08/11/2012 10:48;;331.1;Re: Getting a Production Integrator's Key - still no answer;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Getting-a-Production-Integrator-s-Key-still-no-answer/td-p/13275;"Hi DaveCon,
 
Our sincere apologies for delay in getting your production integrator key.  I'm looking into this issue now and will hopefully an update for you soon.  
 
Thanks,
-Ergin";409;N/A;Ergin;0;answer;N/A;;;;;
08/11/2012 10:53;;331.2;Re: Getting a Production Integrator's Key - still no answer;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Getting-a-Production-Integrator-s-Key-still-no-answer/td-p/13275;Thank you!  I will PM the doc to you.;407;N/A;davecon;0;answer;N/A;;;;;
07/11/2012 22:26;false;332;How DocuSign Integrate with Topaz;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/How-DocuSign-Integrate-with-Topaz/td-p/13285;Hi,   i came to know on september 2011 release of Docusign they have integrated with TOPAZ. can any one help me out by guiding me how DocuSign integrate with TOPAZ, do we have to do some setting changes, or it is a whole product (combination of DocuSign with TOPAZ). any code level integration ? i am developing  in c sharp. any link or viedos which can provide a clear picture. thanks  regards,Santosh;509;1;santosh;0;question;;;;;;
12/11/2012 12:05;;332.1;Re: How DocuSign Integrate with Topaz;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/How-DocuSign-Integrate-with-Topaz/td-p/13285;"Hi Santosh,
Please contact your DocuSign Account Manager to have the Topaz integration turned on.  Once enabled the integration is automatic provided that you have the Topaz drivers with ActiveX control installed.  No other changes on your side are necessary.
 
Best regards,
Jeff";491;N/A;jeffAtDocusign;0;answer;N/A;;;;;
11/11/2012 22:11;false;333;Form Simplicity Problems;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Form-Simplicity-Problems/td-p/13347;"Form Simplicity gives the follow when I try to send docs from Form Simplicity to Docusign  ""This Account lacks sufficient permissions."" any help would be great ...";700;1;pslarson;0;question;Form. permissions.. Simplicity. sufficient;;;;;
14/11/2012 19:15;;333.1;Re: Form Simplicity Problems;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Form-Simplicity-Problems/td-p/13347;"This error indicates that your DocuSign account has not yet been enabled with the feature that will allow you to use Form Simplicity with DocuSign.  This feature is not something you can enable youreslf.  To have this feature enabled on your account, 
Please Contact Us and we would be happy to investigate further 
**You can reference this community post so you don't have to re-explain the issue.";671;N/A;rebeccadocusign;0;answer;N/A;;;;;
16/11/2012 13:58;false;334;It says it had a problem submitting my information when I tried to sign up for the trial.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/It-says-it-had-a-problem-submitting-my-information-when-I-tried/td-p/13477;how are we suppose to sign up for your service if your site wont submit it!;403;1;vickicantrell;0;question;;;;;;
19/11/2012 06:02;;334.1;Re: It says it had a problem submitting my information when I tried to sign up for the trial.;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/It-says-it-had-a-problem-submitting-my-information-when-I-tried/td-p/13477;"Thank you for using the DocuSign Community.
 
Were you trying to sign up for a Realtor account or a standard DocuSign account?
 
Thank you,
DocuSign Customer Support";396;N/A;KennyBDocuSign;0;answer;N/A;;;;;
17/11/2012 08:49;false;335;How do I received copies of the LLC  that was created on my behalf?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/How-do-I-received-copies-of-the-LLC-that-was-created-on-my-behalf/td-p/13479;How do I received copies of the legal documents that were executed on my behalf for an LLC?;422;1;pmdltd;0;question;;;;;;
23/11/2012 21:49;;335.1;Re: How do I received copies of the LLC  that was created on my behalf?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/How-do-I-received-copies-of-the-LLC-that-was-created-on-my-behalf/td-p/13479;"Thank you for using the DocuSign Community Forum.
 
Were these documents that were sent to you for signature?  If this is the case you have a couple ways to get a copy of this document. 
 
1. DocuSign will send you a confirmation email upon completion of the document, and this email will have a copy of the completed document attached.
 
2. If you have a DocuSign account, you can sign in to your account and find the completed document under your manage tab in your 'Inbox'.
 
3. If you do not have an account with DocuSign and happened to delete the completed email that was sent when you completed the signing.  You will want to contact the sender of the document and they should have the completed document in their sent folder.
 
If this does not answer your question, please reply back and we will try our best to help in any way we can.
 
Thank you,
DocuSign Customer Support";392;N/A;KennyBDocuSign;0;answer;N/A;;;;;
27/11/2012 13:01;false;336;Embedding on Website;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Embedding-on-Website/td-p/13713;We have online forms and would like to have a pop up form on our website to e-sign.Is this possible?  For example after selecting send or a particular radial button the form pops up and they can sign then send and have the option to print it.;492;1;mmahdi;0;question;;;;;;
29/11/2012 09:49;;336.1;Re: Embedding on Website;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Embedding-on-Website/td-p/13713;I'm not sure I understand exactly what you're looking for, but if the forms you want signed are pretty standard forms that you might otherwise send out from your DocuSign console, PowerForms might be the way to go. Using a Powerform you could have visitors on your site fill in some information, click a link, and have a window open where they can electronically sign the document(s) and print them out. http://www.docusign.com/sites/default/files/PowerForms_User_Guide.pdf Let me know if this was helpful.;476;N/A;Coleman_Davis;0;answer;N/A;;;;;
20/11/2012 09:59;false;337;Navigating through the API, where to start?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Navigating-through-the-API-where-to-start/td-p/13527;"I'm building a simple application that will let a manager upload and send a pdf to an employee. Here's what I want: 1. Manager uploads document into our system (from this point we can host the file, or if there's a method to upload into docusign directly from our appliation, I can do that as well)2. Landlord specifies where the document needs to be signed3. The ""envelope"" is sent to the employee4. The employee signs and returns The problem I'm having is, does the manager need to have an account with Docusign? And does the employee need to have an account? Each manager and employee has a record in our database so I would be okay with storing an additional token on our end to authenticate with Docusign if needed. Or do I use my account as a developer and use ""Send on behalf of""? I've read over the docs and am just a bit confused at a high level what methods of the API I would need to use in order to get started. Any help is appreciated.";541;5;jholst;0;question;;;;;;
20/11/2012 10:40;;337.1;Re: Navigating through the API, where to start?;http://community.docusign.com/t5/Misc-Dev-Archive-READ-ONLY/Navigating-through-the-API-where-to-start/td-p/13527;"Hi Jholst, thanks for posting your question to our developer community.  We have lots of tools and information available online that you can easily access.  For starters, have you looked at our iodocs website, located here?
 
http://iodocs.docusign.com
 
That links starts you off in the API explorer which, after filling out your credentials at the top of the page, you can actually make test API calls and it shows you the corresponding requests and responses in json format.  At the top right of that page you'll see a link for the API Explorer, which shows 9 simple use cases for common DocuSign tasks (such as requesting signatures, getting document statuses, etc.) and when you click on them you'll actually see sample code snippets (currently in PHP and JavaScript but we're in the process of adding more language samples).
 
Next we have our online RESTApi guide which can be found here:
 
http://www.docusign.com/p/RESTAPIGuide/RESTAPIGuide.htm
 
And yet another useful link is github's tutorial for creating and sending an envelope:  
https://github.com/docusign/DocuSign-eSignature-SDK/wiki/Code-Walkthrough-_-Create-And-Send-Envelope
 
As for your specific questions, first off signers do *not* need their account to sign documents- once they sign they'll be asked if they want to create an account for free but they don't have to.  As for the manager, can you shed some light on your document process a bit?  You've mentioned that your manager uploads the document into your system.  If that's all they do, and then the landlord is able to find that document themselves and has access to it, then I think the landlord can create and send an envelope for signature while referencing that document, and in this case I don't believe the manager would need to have their own account.  However I want to make sure I'm understanding that process correctly...
 
One final point I'll make, you actually the option of using the RestAPI or the SOAP API.  Since Rest is more recent we encourage everyone to use that if they can, however the decision is yours of course.  :)
 
Thanks,
-Ergin";536;N/A;Ergin;0;answer;N/A;;;;;
