date_time;resolve;uid;type;views;answers;upvotes;author;title;text;url
31/12/14 06:47;true;811;question;225;3;0;Brandon Ruschill (bruschill);Still able to get Dwolla ID via access token?;"Is it still possible to get a connected user's account info by using their access token?
I've tried hitting the endpoint described here: https://docs.dwolla.com/#get-full-account-info, but I always get the error ""Access token is empty.""
Any tips?";https://discuss.dwolla.com/t/still-able-to-get-dwolla-id-via-access-token/811
31/12/14 15:49;solution;811.1;answer;;;1;Spencer Hunter (spencer);;"bruschill Hmm there must be an issue with how you are passing in your access token. Can you post the code you are using to call Full Account Info?
You can either include it in the Authorization HTTP header(recommended)
    Authorization: Bearer {TOKEN_String}
or as parameter in the querystring https://uat.dwolla.com/oauth/rest/users?oauth_token={TOKEN_STRING}
    Remember to url-encode all GET querystring parameters!
Let us know if you have any questions.";https://discuss.dwolla.com/t/still-able-to-get-dwolla-id-via-access-token/811/1
31/12/14 23:46;;811.2;answer;;;0;Brandon Ruschill (bruschill);;"spencer Yep, it absolutely was an issue with how I was passing the access token. I blame it on the late night. Since the error returned with my initial request said the access token was empty, I had just assumed the parameter was named 'access_token', as the docs don't specify exactly what's required.
Though I'm sure most don't struggle with this simple of a request, it may be beneficial to add an explicit request example to that section of the docs, or at least make a small note of the named parameter requirement.
Thanks for the quick reply!";https://discuss.dwolla.com/t/still-able-to-get-dwolla-id-via-access-token/811/2
04/01/15 21:32;;811.3;answer;;;1;Spencer Hunter (spencer);;"bruschill Glad you were able to get it working! The reasoning behind not listing the parameter name oauth_token where an OAuth access_token is used in the request is because we want to recommend as a best practice to pass the token in the Authorization1 header. As described here4
We appreciate the feedback and will definitely look at clarifying this in our docs as well as the param name oauth_token.";https://discuss.dwolla.com/t/still-able-to-get-dwolla-id-via-access-token/811/3
23/08/14 02:19;true;524;question;332;2;0;Eric Davis (hellomrdavis);Invalid Application Credentials;"Hello Dwolla crew,
Running into a strange issue. I'm constantly getting an Invalid Application Credentials error when trying to use the getUser function. It works fine everywhere but here. I've also updated the Dwolla library to the latest and still no change. Here's the snippet:
require 'dwolla/lib/dwolla.php';require 'dwolla/lib/_keys.php';
$Dwolla = new DwollaRestClient();$Dwolla->setToken($token);$Dwolla->setSandbox(true);$Dwolla->setDebug(true);
$user = $Dwolla->getUser($dwollaID);if(!$user) {      $error = 1;}else{     $error = 0;}
I've tried test Dwolla IDs and legit IDs but both fail. 
Any help would be great.
Thanks!";https://discuss.dwolla.com/t/invalid-application-credentials/524
23/08/14 12:22;solution;524.1;answer;;;0;Eric Davis (hellomrdavis);;"Figured it out. Apparently I was missing the $apiKey and $apiSecret within the function. Why would I need to do that in this case but in the case of using send() I can just write it like this: 
$Dwolla = new DwollaRestClient();
Instead of...
$Dwolla = new DwollaRestClient($apiKey, $apiSecret);
Just curious";https://discuss.dwolla.com/t/invalid-application-credentials/524/1
25/08/14 14:30;;524.2;answer;;;0;Spencer Hunter (spencer);;"hellomrdavis If you look at the function for getUser it takes in an apiKey and secret, whereas Send() requires an oauth token.
getUser function:
public function getUser($userId)
    {
        $params = array(
            'client_id' => $this->apiKey,
            'client_secret' => $this->apiSecret
        );
        $response = $this->get(""users/{$userId}"", $params);
        $user = $this->parse($response);
        return $user;
    }
Were you able to successfully return basic account information for a Dwolla user?";https://discuss.dwolla.com/t/invalid-application-credentials/524/2
20/08/14 18:47;false;518;question;194;3;0;Christopher York (echodreamz);Edit permissions of existing token?;How do I edit permissions of an existing token? I've tried to create a new on at the Dwolla generator, but it tells me to update the permissions for the current one.;https://discuss.dwolla.com/t/edit-permissions-of-existing-token/518
20/08/14 19:37;;518.1;answer;;;0;Spencer Hunter (spencer);;"Hi echodreamz You cannot cannot edit permissions to an existing token. You will need to generate a new token with the updated permissions on your app. (Edit Permissions - next to your application: https://uat.dwolla.com/applications)
*User will need to grant new permissions before you can receive a token.
Hope this helps! Let us know if you have any questions!";https://discuss.dwolla.com/t/edit-permissions-of-existing-token/518/1
20/08/14 19:49;;518.2;answer;;;0;Christopher York (echodreamz);;Yes, I updated the app permissions, tried to generate a new token and was told that one already existed.;https://discuss.dwolla.com/t/edit-permissions-of-existing-token/518/2
26/08/14 00:31;;518.3;answer;;;0;Gordon Zheng (gordon);;"echodreamz,
Hm, where did you get that error?  Could you copy or screenshot it?";https://discuss.dwolla.com/t/edit-permissions-of-existing-token/518/3
16/04/14 06:00;true;232;question;706;9;0;Gro Savant (grosavant);Invalid code and access token issues;"I'm running into some issues using the OAuth authentication process. 
My authenticate url ishttps://www.dwolla.com/oauth/v2/authenticate/?response_type=code&client_id=xxx&redirect_uri=urn%3Aietf%3Awg%3Aoauth%3A2.0%3Aoob&scope=transactions%7Cbalance%7Csend%7Crequest
I get a code back like this:urn:ietf:wg:oauth:2.0:oob?code=1R%2fwp8dTFM7JQq%2brJz39ghaFVqU%3d
When I use this code to get the access token I get:http response code = 200response: {""error"":""access_denied"",""error_description"":""Invalid code.""}
Assume it's complaining about the auth code I used in requesting the token.
I figured that maybe the %3d at the end indicated I should decode the string (I know, grasping at straws), and when I did that I got a little bit farther and was able to get an access token:
http response code = 200response: {""access_token"":""klu2E/mwPkrwjIaJmuxWvt73IK9vgfZPHMXwyRwlyIA+skYfq0""}
Then I tried to access the users APIGET https://www.dwolla.com/oauth/rest/users/?oauth_token=klu2E/mwPkrwjIaJmuxWvt73IK9vgfZPHMXwyRwlyIA+skYfq0
Response was {""Response"":null,""Success"":false,""Message"":""Invalid access token.""}
Any help is highly appreciated.";https://discuss.dwolla.com/t/invalid-code-and-access-token-issues/232
16/04/14 14:48;;232.1;answer;;;0;Gro Savant (grosavant);;"Update: The last couple of times I've tried this, it has worked. So, I'll keep my fingers crossed and if that invalid_access_token error pops will ping this thread again. 
Thanks!";https://discuss.dwolla.com/t/invalid-code-and-access-token-issues/232/1
16/04/14 19:40;solution;232.2;answer;;;0;Gordon Zheng (gordon);;"Your intuition that the verification code is url-encoded is correct.  If you're using our library's helper method to request the token, it will expect the code to be in decoded form.  (Behind the scenes, it will encode whatever verification code you give it as it makes the request.  So, if you don't decode the code you get back, it'll be double-encoded!)
As for the OAuth token working only intermittently, that's because the OAuth token needs to be url-encoded as well to escape special characters like '/'.  Once you do that, you should be sailing smoothly from there!";https://discuss.dwolla.com/t/invalid-code-and-access-token-issues/232/2
17/04/14 06:13;;232.3;answer;;;0;Gro Savant (grosavant);;"Thanks for the response.
Just so I'm following you completely, you're saying that I'll need to encode the access token I get from the last step of the OAuth dance and then use the URLencoded access_token in my other API calls (such as /users)?
Regards";https://discuss.dwolla.com/t/invalid-code-and-access-token-issues/232/3
17/04/14 16:10;;232.4;answer;;;1;Gordon Zheng (gordon);;"Correct.
So, instead of:
https://www.dwolla.com/oauth/rest/users/?oauth_token=klu2E/mwPkrwjIaJmuxWvt73IK9vgfZPHMXwyRwlyIA+skYfq0
You should do:
https://www.dwolla.com/oauth/rest/users/?oauth_token=klu2E%2FmwPkrwjIaJmuxWvt73IK9vgfZPHMXwyRwlyIA%2BskYfq0";https://discuss.dwolla.com/t/invalid-code-and-access-token-issues/232/4
29/03/14 19:15;true;156;question;1751;7;0;Car Social (CarSocial);"Help! PHP Developers need a ""simple"" 2 page checkout dwolla example";"Many PHP developers are confused about the API for a simple Form Post to Off-Site Gateway.
We know how to create a product order form to post to the gateway; that is well documented. Were the confusion comes in how can we simply get URL parameters BACK from the gateway to get checkout details
As PHP developers, some of us don't know what curl is or json or node or ect... We simply need a very small simple sample of two pages:
a very simply sample product/order form where form=action post to the gateway.
a php page that gets the URL parameters of the checkout transaction response from the gateway after Checkout is complete.
no curl, no json, nothing else, just simple URL parameters
thanks";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156
01/04/14 22:20;solution;156.1;answer;;;2;Gordon Zheng (gordon);;"Here's an example of a page to submit the form to Dwolla's Gateway (via the Submit Directly flow), and another page, return.php, where the user is redirected to after they have checked out, or failed to, at the Gateway.  Comments in line!
index.php:
<?php
$key 		= ""vzh0C2TKeWWCXWKnLhdTi4UloeH8VSAiEW+Q2mHvn4bPuhYraB"";
$secret 	= ""eH8VSAiEW+Q2mHvn4bPuhYraBvzh0C2TKeWWCXWKnLhdTi4Ulo"";
$timestamp 	= time();
$order_id 	= ""order"";
$signature 	= hash_hmac('sha1', ""{$key}&{$timestamp}&{$order_id}"", $secret);
?>
<html>
<head></head>
<body>
<form accept-charset=""UTF-8"" action=""https://www.dwolla.com/payment/pay"" method=""post"">
<input id=""key"" name=""key"" type=""hidden"" value=""<?= $key ?>"" /> 
<input id=""signature"" name=""signature"" type=""hidden"" value=""<?= $signature ?>"" />
<input id=""timestamp"" name=""timestamp"" type=""hidden"" value=""<?= $timestamp ?>"" />
<input id=""callback"" name=""callback"" type=""hidden"" value=""insert callback URL here"" /> <!-- optional parameter -->
<input id=""redirect"" name=""redirect"" type=""hidden"" value=""insert URL TO return.php here"" /> <!-- optional parameter -->
<input id=""assumeCosts"" name=""assumeCosts"" type=""hidden"" value=""false"" /> <!-- optional parameter -->
<input id=""allowFundingSources"" name=""allowFundingSources"" type=""hidden"" value=""true"" /> <!-- optional parameter -->
<input id=""checkoutWithApi"" name=""checkoutWithApi"" type=""hidden"" value=""false"" /> <!-- optional parameter -->
<input id=""orderid"" name=""orderid"" type=""hidden"" value=""<?= $order_id ?>"" />
<input id=""test"" name=""test"" type=""hidden"" value=""false"" /> <!-- optional parameter -->
<input id=""name"" name=""name"" type=""hidden"" value=""Purchase"" />
<input id=""description"" name=""description"" type=""hidden"" value=""Description something"" />
<input id=""destinationId"" name=""destinationId"" type=""hidden"" value=""812-713-9234"" />
<input id=""amount"" name=""amount"" type=""hidden"" value=""0.2"" />
<input id=""shipping"" name=""shipping"" type=""hidden"" value=""0.1"" /> <!-- optional parameter -->
<input id=""tax"" name=""tax"" type=""hidden"" value=""0.1"" /> <!-- optional parameter -->
<input id=""notes"" name=""notes"" type=""hidden"" value=""These are notes"" /> <!-- optional parameter -->
<button type=""submit"">Submit Order</button>
</form>
</body>
</html>
And here's return.php:
<?php
$key 		= ""vzh0C2TKeWWCXWKnLhdTi4UloeH8VSAiEW+Q2mHvn4bPuhYraB"";
$secret 	= ""eH8VSAiEW+Q2mHvn4bPuhYraBvzh0C2TKeWWCXWKnLhdTi4Ulo"";
function verifyGatewaySignature($proposedSignature, $checkoutId, $amount) {
    global $secret;
    $amount = number_format($amount, 2);
    $signature = hash_hmac(""sha1"", ""{$checkoutId}&{$amount}"", $secret);
    return $signature == $proposedSignature;
}
// example successful request:  https://www.myurl.com/redirect?signature=c50e4b2a4c50ad795c3ee31370aec1a563565aa4&orderId=&amount=0.01&checkoutId=f32b1e55-9612-4b6d-90f9-1c1519e588da&status=Completed&clearingDate=8/28/2012%203:17:18%20PM&transaction=1312616&postback=success
// example failure: https://www.myurl.com/redirect?error=failure&error_description=User+Cancelled
// first, check for any errors
if (array_key_exists(""error"", $_GET)) {
	// find out what happened:
	$error_description = $_GET['error_description']; // ""User Cancelled""
	exit($error_description);
}
// second, extract the checkoutId, amount, and signature of the checkout:
$checkoutId = $_GET['checkoutId'];
$amount = $_GET['amount'];
$signature = $_GET['signature'];
// third, validate the signature before you do anything with the data.
$signatureValid = verifyGatewaySignature($signature, $checkoutId, $amount);
if (!$signatureValid) {
	exit(""Bad signature!"");
}
$status = $_GET['status'];
if ($status == ""Completed"") {
	// do something useful with the checkout results:
	echo $status;
}
?>
The key and secret used in these examples are invalid.  Create an API application to generate your own credentials.
The comments should explain most of the code, but let me know if I can clarify any of it!";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/1
12/05/14 22:50;;156.2;answer;;;0;Ben Milne (bpmilne);;"Just gave it a shot gordon. Worked pretty easily 
Thanks for posting.";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/2
27/08/14 12:16;;156.3;answer;;;1;Loganathan Natarajan (logudotcom);;"gordon said:
<form accept-charset=""UTF-8"" action=""https://www.dwolla.com/payment/pay"" method=""post"">
The sample provided helped me to resolve my problem. Ton Thanks to gordon";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/3
28/08/14 05:54;;156.4;answer;;;0;Loganathan Natarajan (logudotcom);;"one more issue just caught,
it says ""Bad signature!""
http://test/examples/test-submit-return.php?signature=078a5e7180c8dd13e223cf1c3a3cd7344b625abb&orderId=order&amount=3.00&checkoutId=54a67025-c9ef-48a1-93ab-dd3f58107acf&status=Completed&clearingDate=1970-01-01T00:00:00Z&postback=failure&test=true";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/4
02/09/14 19:33;;156.5;answer;;;2;Spencer Hunter (spencer);;"Hi logudotcom! As discussed in this post: https://discuss.dwolla.com/t/signature-verification-or-generation-not-working/453/13. The $secret needs to be defined as a global within the verifyGatewaySignature function. I have updated the example above to reflect this. 
Please let us know if you are still having issues!";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/5
03/09/14 05:32;;156.6;answer;;;2;Loganathan Natarajan (logudotcom);;Hi spencer Thanks for the reply. I was removed earlier due to Bad Signature exit?  Now I have fixed as per the link you had given. Hats off ... Thanks again for your follow up.;https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/6
10/09/14 21:47;;156.7;answer;;;0;Ben Milne (bpmilne);;"Also worth mentioning to get Direct to work you need to add the following:
<input id=""AllowGuestCheckout"" name=""AllowGuestCheckout"" type=""hidden"" value=""true"" />
<input id=""AllowFundingSources"" name=""AllowFundingSources"" type=""hidden"" value=""true"" />";https://discuss.dwolla.com/t/help-php-developers-need-a-simple-2-page-checkout-dwolla-example/156/7
19/09/14 15:02;true;560;question;260;2;0;David Murdoch (David_Murdoch);New OAuth implementation: I just want to send $s to an email address like before;"With the old OAuth implementation I had a single token that lasted forever (via https://developers.dwolla.com/dev/token), and a pin. That was all I needed to send money from my account to an email address.
The part of my application that deals with transferring money doesn't even have a UI.
The dwolla-node docs say I now need a ""CLIENT_ID"", but all I have on my app's page is a Key, Secret, and my Pin (and an old OAuth token). I'm assuming the Key is actually intended to be used as the CLIENT_ID?
The guide says I need to:
obtain a 1-hour access_token (randomly called ""oauth_token"" in misc places) and 60-day refresh_token.
When making an API call, if it has been an hour or more since the last API call, call refreshAuth(refresh_token, fn), then update the access_token and oath_token in step 1 to the new ones (both tokens change when refreshAuth is called).
If it has been 59-days since the last refreshAuth call, do step 2.
Because the tokens change with every call to refreshAuth, the tokens will need to be stored in a location that is updatable (Heroku's config vars won't work with this any more).
Does this sound right?";https://discuss.dwolla.com/t/new-oauth-implementation-i-just-want-to-send-s-to-an-email-address-like-before/560
19/09/14 21:08;solution;560.1;answer;;;1;David Stancu (David);;"David_Murdoch,
For our node library, your ""Key"" is your client_id and your ""Secret"" is your client_secret. As for your access_token strategy, yes, this sounds about right. Do you have any other questions?";https://discuss.dwolla.com/t/new-oauth-implementation-i-just-want-to-send-s-to-an-email-address-like-before/560/1
19/09/14 21:26;;560.2;answer;;;0;David Murdoch (David_Murdoch);;David, not at the moment. Thanks!;https://discuss.dwolla.com/t/new-oauth-implementation-i-just-want-to-send-s-to-an-email-address-like-before/560/2
24/04/14 03:01;true;264;question;526;7;0;Eric Mayefsky (Eric_Mayefsky);Test transaction for user PIN;I'm building a peer-to-peer service where we use Dwolla as our exclusive payments provider, so we link to our users' Dwolla accounts (or walk them through registration) as we sign them up for our service in the first place.  We'll ask for the Dwolla PIN at this point (i.e. before any transactions happen) and I was wondering if there's a good way to verify the user has correctly reported their PIN, e.g. via an otherwise meaningless transaction, rather than wait until we need to move money to realize they put in the PIN wrong and have a more awkward user experience trying to fix it then.  Any thoughts?  (I'm aware of the other requirements surrounding PIN storage.);https://discuss.dwolla.com/t/test-transaction-for-user-pin/264
24/04/14 16:42;solution;264.1;answer;;;2;Gordon Zheng (gordon);;"It'd be AWESOME if we had an endpoint to verify a user's PIN.  It's not quite on the near future roadmap yet, but we are definitely planning on building one. What you can do in the mean time is, as you mention, make a test payment on their behalf.
Send() will check a user's PIN before checking the validity of the funding source ID that you provide, so you can simply make a Send() call with a purposely non-existent fundsSource param.  If the PIN is incorrect, it'll throw an error about a bad PIN before it has a chance to catch the bad funding source.
For example, if my PIN is 3456 and we make this request with a wrong PIN:
{
  ""amount"": 0.01,
  ""destinationId"": ""812-713-9234"",
  ""destinationType"": ""Dwolla"",
  ""fundsSource"": ""THE CHANCE OF THIS FUNDS SOURCE ID EXISTING IS ACTUALLY ZERO"",
  ""oauth_token"": ""tG30hqhoOkaKRHnGEW7lIrQjn3ZcZwgqfr8DZP97UFp7SY/99g"",
  ""pin"": 9999
}
I get back:
{
    ""Success"": false,
    ""Message"": ""Invalid account PIN"",
    ""Response"": null
}
And then if I supply the correct PIN, it'll move on and fail on the funding source:
{
    ""Success"": false,
    ""Message"": ""Invalid funding source provided: THE CHANCE OF THIS FUNDS SOURCE ID EXISTING IS ACTUALLY ZERO"",
    ""Response"": null
}
Very hack-ish, but this should work.";https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/1
16/05/14 23:13;;264.2;answer;;;0;Eric Mayefsky (Eric_Mayefsky);;"Hey Gordon,
I've been testing with this approach and it seemed to be working, but doing a little stress testing today on a flow with this check, I discovered I was suddenly temporarily locked out of my Dwolla account (and subsequent API calls failed), presumably because of something you guys have that triggers on too many failed transactions.If possible, we'd like to verify the user's PIN every time the user hits a certain spot in the process of transacting with another user, before the transaction occurs.  In practice I doubt very many of our users will engage in so many back-to-back transactions to trigger your failsafe, but is it possible for you to share what the limit is here, so I can better evaluate whether this is a problem for us?  Or are there similar hacks you can think of that won't cause that problem?";https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/2
21/05/14 16:22;;264.3;answer;;;0;Gordon Zheng (gordon);;"Very good question!
We will lock an account after 5 PIN attempts within 30 minutes.  Every successful login, though, will reset the bad PIN attempt count to 0.  So, you may want to force the user to logout after the 4th bad attempt. 
The best way to logout the user is to load that dwolla.com/logout in a popunder or hidden iframe.";https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/3
27/05/14 20:00;;264.4;answer;;;0;Eric Mayefsky (Eric_Mayefsky);;Thanks!  Still curious if successful PIN attempts also reset the counter (I hope so!).;https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/4
27/05/14 20:27;;264.5;answer;;;1;Gordon Zheng (gordon);;Whoops, I must have forgotten to tell you!  A successful PIN attempt will indeed reset the invalid attempt count.;https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/5
02/09/14 00:57;;264.6;answer;;;0;Gordon Zheng (gordon);;"Just want to add some additional info for future reference.
Here's what a user sees when their account is temporarily locked upon the 5th bad PIN attempt:
They will be unable to view their dashboard on dwolla.com, or complete any payments until the account is unlocked after 30 mins.
A user attempting to complete a payment on the Off-Site Gateway with a locked account will see the following...
The user will also not be able to log in to OAuth:";https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/6
05/11/14 00:03;;264.7;answer;;;0;Nishant Mittal (nishttal);;"Eric.. how do you ""walk them through registration""? is there a API way to register users with Dwolla?";https://discuss.dwolla.com/t/test-transaction-for-user-pin/264/7
01/07/14 12:48;true;446;question;245;4;0;JJH (JJHayesIII);Webhooks for REST API, Dwolla Express;"Is there an equivalent webhook call when a user completes a Dwolla Express payment that will update the status of the transaction when it clears?
How are we supposed to track status of a Gateway payment in our apps?  Do we just assume that if a return value of a gateway transaction is ""Completed"" that it equates to a ""processed"" result from the REST API (even though the funds have not cleared)?
I was kind of expecting to receive a transaction update at the gateway callback when the payment is processed, but re-reading the docs, it doesn't seem like there is any feedback after the initial gateway checkout.";https://discuss.dwolla.com/t/webhooks-for-rest-api-dwolla-express/446
01/07/14 17:11;solution;446.1;answer;;;0;Spencer Hunter (spencer);;"Hi JJHayesIII 
The webhook with be the same as usual, as transactions from Dwolla Direct are treated like any other transaction on the gateway. Essentially, right after the checkout is completed you will get your standard redirect and callback, which will contain the resulting transaction's Transaction Id. 
If you enabled Webhooks for your application then you will also receive a TransactionStatus webhook when the transaction is created and when it clears.
Please let me know if you need any additional clarification!";https://discuss.dwolla.com/t/webhooks-for-rest-api-dwolla-express/446/1
01/07/14 17:31;;446.2;answer;;;0;JJH (JJHayesIII);;"thanks spencer!  I was hoping that they were the same - so I guess my problem is different - is there anything in UAT that would prevent me from receiving the transactionstatus webhook?
I have pushed the transactions through using the sandbox admin tool, but do not (seem) to get any webhooks - just the initial gateway callback.";https://discuss.dwolla.com/t/webhooks-for-rest-api-dwolla-express/446/2
03/07/14 23:10;;446.3;answer;;;0;Gordon Zheng (gordon);;"Hmmm... you should be able to receive webhooks in UAT.  Can you show me the Webhook URL you've set in your application settings?
Also, as a sanity check, can you make sure the App key and secret you're using to create that checkout session is the same one, with Webhooks enabled?";https://discuss.dwolla.com/t/webhooks-for-rest-api-dwolla-express/446/3
04/07/14 14:32;;446.4;answer;;;2;JJH (JJHayesIII);;thanks gordon, the webhook in my application settings wasn't setup correctly - all is good now - for some reason I wasn't expecting Dwolla Gateway to use the same settings - and didn't check my application config in UAT.  All is good here!  Thanks guys.;https://discuss.dwolla.com/t/webhooks-for-rest-api-dwolla-express/446/4
05/07/14 16:51;true;452;question;472;5;0;Shawn Sparks (ShawnSparks);Default Confirmation Screen for Dwolla Buttons;Am I correct there is no default/generic payment confirmation screen with a generated dwolla button? The site using the button is expected to handle the response whether it was successful or an error?;https://discuss.dwolla.com/t/default-confirmation-screen-for-dwolla-buttons/452
07/07/14 13:49;;452.1;answer;;;0;Spencer Hunter (spencer);;Hi ShawnSparks Yes, you are correct in saying there is not a Dwolla provided confirmation screen. The success or failed payment will show up in the in redirect URL provided by you in the request. You as the merchant will need to decide where you want to send the user after a success/failed payment. Hope that helps!;https://discuss.dwolla.com/t/default-confirmation-screen-for-dwolla-buttons/452/1
10/07/14 23:37;;452.2;answer;;;0;Shawn Sparks (ShawnSparks);;Is there a way to flag this as a feature request or do I need to create a new topic for that? I'm helping a non-profit for which the generated buttons are great to add into their site for donations. However, no default confirmation screen is a big deterrent. If Dwolla wants to be a strong option for the typical non-profit with limited IT, they'll need an easier to implement solution.;https://discuss.dwolla.com/t/default-confirmation-screen-for-dwolla-buttons/452/2
11/07/14 18:11;;452.3;answer;;;3;Spencer Hunter (spencer);;"Hi ShawnSparks Thank you for your feedback on the payment button! I will pass along your feature request to our product team.
As an alternative to the payment button, I would recommend checking out Dwolla Forms. Forms allows for greater flexibility and also provides a confirmation page! (example) You can then drop something similar to the example below into your site to accept payments with Dwolla!
Button for your form:
<a href=""https://forms.dwollalabs.com/[YOUR FORM NAME HERE]""><img src=""https://developers.dwolla.com/assets/images/bd/dwolla-btn-pay-lg.png"" width=""196"" height=""60""></a>
Remember to replace the ""forms.dwollalabs"" link above with your Dwolla form link.";https://discuss.dwolla.com/t/default-confirmation-screen-for-dwolla-buttons/452/3
11/07/14 18:32;solution;452.4;answer;;;2;Gordon Zheng (gordon);;"ShawnSparks
I recommend using Dwolla Forms. It displays a nice confirmation screen after collecting payment, and even lets you ask donators for information, like their email, name, phone number etc.";https://discuss.dwolla.com/t/default-confirmation-screen-for-dwolla-buttons/452/4
12/07/14 01:14;;452.5;answer;;;0;Shawn Sparks (ShawnSparks);;Thanks for pointing me to Dwolla Forms guys! This will certainly meet our needs.;https://discuss.dwolla.com/t/default-confirmation-screen-for-dwolla-buttons/452/5
11/07/14 15:06;true;463;question;459;12;0;Igor Korn (korn_igor);Mobile version of permissions page?;"Hello,
i'm using OAuth + REST API and faced some issues with permissions page formatting on mobile devices. It is very hard to scroll this page down to reach ""allow"" button. Since pop up is required i wondering if there is any mobile version of permissions page exists?
Thanks.";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463
11/07/14 20:19;;463.1;answer;;;0;Spencer Hunter (spencer);;Hi korn_igor Thank you for your post -- Would you be able to provide screenshots of what the OAuth dialog looks like? Ideally the OAuth dialog should not behave according to how you describe. I want to pass this along to the appropriate parties here to take a look at.;https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/1
15/07/14 16:17;;463.2;answer;;;0;Igor Korn (korn_igor);;"Hi,on my device iframe with OAuth dialog looks like:
login_1.jpg640x834 49.7 KB
 It's OK, since login page doesn't require any scrolling. Then, after  successful login i redirected to permissions page:
permissions_1.jpg636x835 104 KB
 
Here i cannot scroll with the finger swipe, and have to find scrollbar on the right which will appear when i put my finger on the correct place of the screen (It is not easy task, especially for person who doesn't know what to do):
permissions_2.jpg637x834 88.7 KB
 
And finally i can reach ""Allow"" and ""Don't Allow"" buttons:
permissions_3.jpg639x832 52.4 KB
 
Thanks,Igor";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/2
15/07/14 16:52;;463.3;answer;;;0;Gordon Zheng (gordon);;"korn_igor,
Thanks so much for taking the time to screenshot and document the UX for OAuth within an iframe from a mobile user's perspective.  Our front-end / design gurus troyblank jeremiah brandon_r may have some input on this.
We'll see if we can ";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/3
15/07/14 16:57;;463.4;answer;;;0;Gordon Zheng (gordon);;"Trying to reproduce this, and I am able to scroll normally.
Can you share the iframe you're using?  Maybe you're setting an attribute or CSS rule that makes it difficult to swipe scroll on mobile?
Here's what I'm trying, and it works on my Chrome browser for Android:
http://jsfiddle.net/vvDUV/embedded/result/
What browser and device are you using?";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/4
15/07/14 18:35;;463.5;answer;;;1;Gordon Zheng (gordon);;We're able to reproduce this issue on iOS Safari.  Will keep you updated as we dig in further.;https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/5
16/07/14 18:17;;463.6;answer;;;0;Troy Blank (troyblank);;Hello korn_igor I quickly tried to repoduce this issue with no success, any chance you have an example of how to reproduce this issue. Link or code snippet will work fine, also if you can supply what device and browser you are using along with possibly what version of the OS you are using that would be very helpful.;https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/6
16/07/14 18:41;;463.7;answer;;;0;Troy Blank (troyblank);;"brandon_r found this that might help possibly.
http://whoknew.dk/using-iframes-with-mobile-safari-16.htm";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/7
18/07/14 14:37;;463.8;answer;;;0;Igor Korn (korn_igor);;"Hello troyblank,I'm using iPhone 4s with iOS 7 and Ionic framework based app to view this page.I'll try to provide example how to reproduce, but seems gordon already reproduced issue? 
Thanks,Igor";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/8
18/07/14 15:54;;463.9;answer;;;1;Troy Blank (troyblank);;"I think the news of reproduction was a miscommunication unfortunately. I wish I could reproduce this issue to help you out.
I have tried a couple things so far though:
Using iOS 7 we don't seem to be having any issues on just our oAuth page in safari. So I assume the issue is probably with way ionic/cordova is popping up our oAuth page.
That being said I am not sure what your pop-up entails, but I was able to get our oAuth page to work flawlessly using cordova's in app browser plugin and Android/Chrome: https://git-wip-us.apache.org/repos/asf/cordova-plugin-inappbrowser.git. Giving our authentication API a callback of something like: 
https://www.dwolla.com/oauth/v2/authenticate?client_id={client_id}&response_type=code&redirect_uri=dwolla-app://callback/tempcode&scope={scope}
and then just looking up the scheme when it invokes the app
window.plugins.webintent.getUri(function(url) {
    if (url.indexOf('/callback/tempcode') > 0){
        var code = url.split('?code=')[1];
        //get access token using the code from here
    }
Like I said I am not sure what your pop up is like, but hopefully it's in a full browser window like the inappbrowser plugin allows. If it is not I may suggest trying that route to keep it as clean as possible. As I get some time I will attempt to run this plugin using iOS and ionic.";https://discuss.dwolla.com/t/mobile-version-of-permissions-page/463/9
